,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
0,37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,62,32,0.3191489327750114,0.09161793363390064,12.825,0.4337231968810916,0.1603125,12.825,445,1024,2.5009746588693957,0,7.594541910331384
1,38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,57,37,0.2127659551833409,0.14803149582987166,8.698630136986301,0.352755905511811,0.11915931694501783,8.698630136986301,224,618,2.211023622047244,1,6.807874015748031
2,39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,64,38,0.2549019582852749,0.10917537734125972,9.784090909090908,0.437862950058072,0.11118285123966941,9.784090909090908,377,851,2.519163763066202,0,7.62137049941928
3,40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,62,23,0.4588235240138409,0.13295615257007617,8.220930232558139,0.33663366336633666,0.09559221200648998,8.220930232558139,238,701,2.2248939179632248,0,6.874115983026874
4,41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,58,25,0.3975903566555379,0.11421628175672384,9.797619047619047,0.37667071688942894,0.11663832199546485,9.797619047619047,310,813,2.27460510328068,0,7.078979343863913
5,42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,45,25,0.2857142816326531,0.16607773822247748,9.758620689655173,0.37279151943462896,0.16825208085612367,9.758620689655173,211,555,2.295053003533569,1,7.146643109540636
6,43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,26,13,0.33333332478632505,0.25613078949283163,7.489795918367347,0.4250681198910082,0.15285297792586422,7.489795918367347,156,361,2.332425068119891,0,7.0190735694822886
8,45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,34,14,0.4166666579861113,0.2732558131591401,8.820512820512821,0.2877906976744186,0.22616699539776464,8.820512820512821,99,337,2.0697674418604652,0,6.709302325581396
9,46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,66,40,0.2452830165539338,0.09353233821539071,11.292134831460674,0.373134328358209,0.1268779194546143,11.292134831460674,375,996,2.31044776119403,0,6.980099502487562
10,47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,46,63,-0.1559633013214376,0.09978768566901519,9.145631067961165,0.3481953290870488,0.08879253464039967,9.145631067961165,328,926,2.305732484076433,1,7.025477707006369
11,48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,35,21,0.24999999553571436,0.15537190056963324,10.431034482758621,0.43636363636363634,0.17984542211652796,10.431034482758621,264,599,2.5107438016528927,0,7.714049586776859
12,49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,30,29,0.016949152255099114,0.14896988882889084,8.302631578947368,0.3613312202852615,0.10924515235457063,8.302631578947368,228,624,2.231378763866878,0,6.8415213946117275
13,50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,58,24,0.4146341412849495,0.13864306764211937,8.582278481012658,0.3997050147492625,0.10863643646851466,8.582278481012658,271,673,2.4085545722713864,12,7.3023598820058995
14,51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,63,22,0.4823529355017302,0.12617449647493356,8.869047619047619,0.3651006711409396,0.10558390022675737,8.869047619047619,272,732,2.3328859060402682,0,7.183892617449664
15,52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,25,1,0.9230768875739658,0.32302405387276956,11.64,0.4020618556701031,0.4656,11.64,117,287,2.4364261168384878,0,7.457044673539519
16,53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,80,40,0.3333333305555556,0.1225554105312185,69.72727272727273,0.3363754889178618,6.338842975206612,69.72727272727273,258,759,2.185136897001304,0,6.855280312907431
17,54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,17,1,0.8888888395061756,0.24736842040166204,7.916666666666667,0.4052631578947368,0.16493055555555555,7.916666666666667,154,376,2.363157894736842,0,7.368421052631579
18,55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,13,7,0.29999998500000075,0.24479166602918837,8.727272727272727,0.46875,0.1983471074380165,8.727272727272727,180,382,2.5833333333333335,1,7.872395833333333
19,56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,0,4,-0.9999997500000625,0.8703703623113855,10.8,0.3888888888888889,1.08,10.8,42,102,2.361111111111111,0,7.175925925925926
21,58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,24,70,-0.4893616969216841,0.13202247172468753,11.672131147540984,0.35674157303370785,0.19134641225477023,11.672131147540984,254,708,2.2542134831460676,0,7.064606741573034
22,59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,17,16,0.030303029384756687,0.24802110752501028,10.82857142857143,0.35356200527704484,0.3093877551020408,10.82857142857143,134,374,2.2506596306068603,1,6.802110817941952
23,60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,54,39,0.16129032084634065,0.11533742317136512,8.670212765957446,0.3815950920245399,0.0922363060208239,8.670212765957446,311,808,2.3141104294478527,0,7.157055214723926
24,61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,39,4,0.8139534694429427,0.2839879145498855,6.895833333333333,0.39274924471299094,0.14366319444444445,6.895833333333333,130,326,2.389728096676737,0,7.447129909365559
25,62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,5,2,0.4285713673469475,0.4372093002920498,10.75,0.30697674418604654,0.5375,10.75,66,212,2.097674418604651,0,6.604651162790698
26,63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,22,8,0.4666666511111116,0.22815533925205014,10.842105263157896,0.3058252427184466,0.2853185595567867,10.842105263157896,126,405,2.116504854368932,0,6.645631067961165
27,64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,11,9,0.09999999500000024,0.3405797089109431,11.5,0.39855072463768115,0.4791666666666667,11.5,110,273,2.3659420289855073,0,7.0978260869565215
28,65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,16,9,0.27999998880000043,0.5251396618707281,5.774193548387097,0.35195530726256985,0.186264308012487,5.774193548387097,63,175,2.368715083798883,0,7.441340782122905
29,66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,5,1,0.6666665555555741,0.8392857067920919,8.615384615384615,0.39285714285714285,0.6627218934911242,8.615384615384615,44,110,2.4464285714285716,1,7.508928571428571
30,67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,23,38,-0.24590163531308795,0.2540540533674215,6.379310344827586,0.3027027027027027,0.10998810939357907,6.379310344827586,112,365,2.0945945945945947,0,6.629729729729729
31,68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,8,3,0.4545454132231443,0.8392857067920919,8.615384615384615,0.29464285714285715,0.6627218934911242,8.615384615384615,33,110,2.1964285714285716,0,6.839285714285714
32,69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,33,11,0.4999999886363639,0.24415584352167313,8.953488372093023,0.412987012987013,0.20822065981611682,8.953488372093023,159,383,2.483116883116883,0,7.72987012987013
33,70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,1,8,-0.7777776913580343,0.969072154958019,8.818181818181818,0.29896907216494845,0.8016528925619835,8.818181818181818,29,91,2.1030927835051547,1,6.556701030927835
34,71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,9,26,-0.4857142718367351,0.5402298819527018,7.565217391304348,0.3563218390804598,0.32892249527410206,7.565217391304348,62,169,2.206896551724138,0,6.867816091954023
35,72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,25,47,-0.30555555131172846,0.10804597688730347,11.2987012987013,0.45057471264367815,0.14673638050261428,11.2987012987013,392,856,2.467816091954023,1,7.702298850574713
36,73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,40,24,0.24999999609375007,0.12303664905361696,10.324324324324325,0.3206806282722513,0.13951789627465302,10.324324324324325,245,756,2.160994764397906,2,6.821989528795812
37,74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,33,27,0.09999999833333337,0.1312849160177585,9.944444444444445,0.31424581005586594,0.1381172839506173,9.944444444444445,225,704,2.1354748603351954,1,6.705307262569832
38,75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,23,6,0.5862068763376939,0.2789317499141491,4.814285714285714,0.3353115727002967,0.06877551020408162,4.814285714285714,113,332,2.2818991097922847,0,6.830860534124629
39,76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,42,8,0.6799999864000003,0.16936936906419933,9.098360655737705,0.33693693693693694,0.14915345337274927,9.098360655737705,187,535,2.154954954954955,0,6.882882882882883
40,77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,30,7,0.6216216048210378,0.44976076339827387,10.45,0.39712918660287083,0.5225,10.45,83,206,2.2344497607655502,0,7.0
41,78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,41,16,0.43859648353339503,0.11648079291638068,11.366197183098592,0.3853779429987608,0.16008728426899424,11.366197183098592,311,803,2.349442379182156,1,7.219330855018588
42,79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,23,70,-0.5053763386518674,0.22169811268467426,5.808219178082192,0.33962264150943394,0.07956464627509852,5.808219178082192,144,410,2.2216981132075473,1,7.0
43,80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,52,23,0.3866666615111112,0.19105691018077864,6.473684210526316,0.3008130081300813,0.08518005540166206,6.473684210526316,148,478,2.040650406504065,0,6.512195121951219
44,81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,22,33,-0.19999999636363644,0.17735849023139907,10.6,0.269811320754717,0.212,10.6,143,526,1.9943396226415093,2,6.452830188679245
45,82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,21,22,-0.023255813412655504,0.17028985476396766,7.774647887323944,0.4311594202898551,0.10950208292005555,7.774647887323944,238,548,2.5090579710144927,2,7.445652173913044
46,83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,22,75,-0.546391746944415,0.21363636315082646,6.3768115942028984,0.3409090909090909,0.0924175593362739,6.3768115942028984,150,425,2.2181818181818183,1,6.995454545454545
47,84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,20,12,0.24999999218750027,0.2839879145498855,8.945945945945946,0.3081570996978852,0.24178232286340393,8.945945945945946,102,327,2.1570996978851964,0,6.664652567975831
48,85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,6,7,-0.07692307100591762,0.5662650568297286,11.857142857142858,0.3253012048192771,0.8469387755102041,11.857142857142858,54,164,2.1566265060240966,0,6.771084337349397
49,86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,24,18,0.1428571394557824,0.22926829212373587,15.185185185185185,0.36097560975609755,0.5624142661179699,15.185185185185185,148,408,2.3146341463414632,0,7.1414634146341465
50,87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,20,30,-0.1999999960000001,0.15878378351556793,9.704918032786885,0.34459459459459457,0.15909701693093253,9.704918032786885,204,586,2.2128378378378377,0,7.02195945945946
51,88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,34,12,0.47826085916824224,0.04655770180953061,8.011904761904763,0.29222387320455673,0.03179327286470144,8.011904761904763,590,2014,2.0346706290242693,0,6.3561168895492814
52,89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,34,43,-0.11688311536515435,0.11449451873995796,9.436781609195402,0.35931790499390986,0.10846875412868277,9.436781609195402,295,812,2.2764920828258224,0,7.146163215590743
53,90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,27,65,-0.4130434737712666,0.11298076909497504,12.606060606060606,0.4170673076923077,0.19100091827364554,12.606060606060606,347,831,2.418269230769231,0,7.296875
54,91,https://insights.blackcoffer.com/human-rights-outlook/,3,2,0.199999960000008,1.0681818060433885,8.8,0.3181818181818182,0.8800000000000001,8.8,28,88,2.1704545454545454,0,6.818181818181818
55,92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,27,5,0.6874999785156257,0.23979591775562267,9.560975609756097,0.29591836734693877,0.23319452706722188,9.560975609756097,116,384,2.0510204081632653,0,6.711734693877551
56,93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,34,35,-0.014492753413148502,0.12859097109631878,6.041322314049586,0.43091655266757867,0.049928283587186664,6.041322314049586,315,726,2.4035567715458277,0,7.347469220246238
57,94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,50,16,0.5151515073461893,0.11764705867628654,8.97752808988764,0.34918648310387984,0.100871102133569,8.97752808988764,279,792,2.230287859824781,0,7.030037546933667
58,95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,24,33,-0.1578947340720222,0.17938931263475322,10.48,0.3244274809160305,0.2096,10.48,170,521,2.2061068702290076,0,6.935114503816794
59,96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,15,45,-0.4999999916666668,0.10162162151176041,12.012987012987013,0.38594594594594595,0.1560128183504807,12.012987012987013,357,923,2.349189189189189,0,7.098378378378379
60,97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,16,41,-0.43859648353339503,0.19341563746210774,9.346153846153847,0.36419753086419754,0.1797337278106509,9.346153846153847,177,483,2.3271604938271606,2,7.1646090534979425
61,98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,36,49,-0.1529411746712803,0.17122040041672057,7.32,0.34790528233151186,0.0976,7.32,191,543,2.231329690346084,2,6.983606557377049
62,99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,24,28,-0.07692307544378701,0.18287937707611016,12.85,0.38132295719844356,0.32125,12.85,196,508,2.3346303501945527,0,7.083657587548638
63,100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,14,38,-0.4615384526627221,0.13946587516399722,10.36923076923077,0.37833827893175076,0.15952662721893493,10.36923076923077,255,668,2.408011869436202,1,7.350148367952523
64,101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,4,4,0.0,0.8623853131891256,9.083333333333334,0.26605504587155965,0.7569444444444445,9.083333333333334,29,108,2.0642201834862384,0,6.541284403669724
65,102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,28,46,-0.24324323995617245,0.1705989107611635,8.887096774193548,0.33212341197822143,0.14334027055150883,8.887096774193548,183,544,2.159709618874773,0,6.742286751361162
66,103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,8,25,-0.5151514995408637,0.25895316733070756,9.81081081081081,0.34710743801652894,0.2651570489408327,9.81081081081081,126,353,2.1928374655647382,0,6.743801652892562
67,104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,28,55,-0.32530120089998554,0.1577181205407414,10.836363636363636,0.40939597315436244,0.19702479338842974,10.836363636363636,244,590,2.384228187919463,2,7.260067114093959
68,105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,21,35,-0.24999999553571436,0.21076233136600375,10.372093023255815,0.3183856502242152,0.24121146565711196,10.372093023255815,142,438,2.1121076233183858,2,6.825112107623318
69,106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,0,1,-0.9999990000010001,0.776859497711905,15.125,0.2975206611570248,1.890625,15.125,36,118,2.190082644628099,0,6.933884297520661
70,107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,13,3,0.6249999609375024,0.33215547585810784,8.575757575757576,0.2791519434628975,0.2598714416896235,8.575757575757576,79,281,2.081272084805654,1,6.572438162544169
71,108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,27,53,-0.32499999593750006,0.1987315006369313,13.13888888888889,0.3890063424947146,0.36496913580246915,13.13888888888889,184,469,2.3424947145877377,0,7.289640591966173
72,109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,29,25,0.07407407270233199,0.3208191115330406,8.617647058823529,0.23890784982935154,0.25346020761245674,8.617647058823529,70,283,1.9522184300341296,3,6.273037542662116
73,110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,4,37,-0.8048780291493164,0.16520210867275553,10.735849056603774,0.37258347978910367,0.20256318974724102,10.735849056603774,212,566,2.305799648506151,0,7.156414762741652
74,111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,11,31,-0.476190464852608,0.18913480847256578,9.036363636363637,0.42857142857142855,0.16429752066115705,9.036363636363637,213,493,2.408450704225352,0,7.476861167002012
75,112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,25,52,-0.35064934609546305,0.16637168112146605,10.462962962962964,0.3663716814159292,0.19375857338820304,10.462962962962964,207,557,2.2619469026548673,1,7.226548672566372
76,113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,14,22,-0.22222221604938291,0.24352331543128675,10.157894736842104,0.3756476683937824,0.2673130193905817,10.157894736842104,145,382,2.3186528497409324,0,7.082901554404145
77,114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,48,48,0.0,0.12144702826686431,10.051948051948052,0.30749354005167956,0.13054477989542926,10.051948051948052,238,769,2.103359173126615,2,6.688630490956072
78,115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,21,40,-0.3114754047299114,0.11203814051008565,11.186666666666667,0.3706793802145411,0.14915555555555557,11.186666666666667,311,834,2.2836710369487485,2,6.814064362336114
79,116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,24,26,-0.03999999920000002,0.23095823039076602,14.535714285714286,0.18181818181818182,0.5191326530612245,14.535714285714286,74,402,1.7911547911547911,2,5.803439803439804
80,117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,35,66,-0.3069306900303892,0.10467706001706341,12.472222222222221,0.36971046770601335,0.1732253086419753,12.472222222222221,332,892,2.2817371937639197,2,7.139198218262806
81,118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,33,53,-0.23255813683071935,0.1740740737517147,6.75,0.2222222222222222,0.084375,6.75,120,534,1.9388888888888889,0,6.364814814814815
82,119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,8,15,-0.3043478128544429,0.4607843114667436,8.869565217391305,0.4166666666666667,0.3856332703213611,8.869565217391305,85,201,2.5294117647058822,0,7.495098039215686
83,120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,47,92,-0.32374100486517265,0.07580645155176899,12.525252525252526,0.3548387096774194,0.12651770227527803,12.525252525252526,440,1231,2.2112903225806453,5,6.813709677419355
84,121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,33,65,-0.326530608912953,0.15359477099085822,9.134328358208956,0.2777777777777778,0.1363332590777456,9.134328358208956,170,608,2.0,1,6.434640522875817
85,122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,33,67,-0.3399999966,0.11177170022381486,8.326732673267326,0.33055885850178357,0.08244289775512204,8.326732673267326,278,834,2.2294887039239,0,6.803804994054697
86,123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,40,79,-0.327731089682932,0.1081703105774795,10.728395061728396,0.3486766398158803,0.13244932174973328,10.728395061728396,303,865,2.2681242807825086,2,7.103567318757192
87,124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,19,42,-0.3770491741467349,0.1861386134927948,8.706896551724139,0.3425742574257426,0.1501189060642093,8.706896551724139,173,502,2.1881188118811883,1,6.716831683168317
88,125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,57,18,0.5199999930666668,0.1053811658011422,13.723076923076922,0.4282511210762332,0.21112426035502957,13.723076923076922,382,887,2.440582959641256,0,7.4058295964125564
89,126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,15,25,-0.24999999375000018,0.2146118716561373,12.514285714285714,0.3287671232876712,0.3575510204081633,12.514285714285714,144,434,2.2168949771689497,1,6.8881278538812785
90,127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,33,84,-0.4358974321718168,0.13564213544640386,10.828125,0.354978354978355,0.169189453125,10.828125,246,689,2.3044733044733046,1,7.03030303030303
91,128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,8,17,-0.35999998560000057,0.6064516089906348,8.61111111111111,0.4,0.478395061728395,8.61111111111111,62,152,2.2838709677419353,0,7.225806451612903
92,129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,5,7,-0.16666665277777895,0.31972789006895275,10.5,0.3469387755102041,0.375,10.5,102,291,2.2687074829931975,0,6.894557823129252
93,130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,20,58,-0.4871794809335964,0.10075026784485502,17.27777777777778,0.3322615219721329,0.31995884773662553,17.27777777777778,310,932,2.252947481243301,0,6.823151125401929
94,131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,80,33,0.41592919985903365,0.10329670318319044,12.133333333333333,0.37142857142857144,0.16177777777777777,12.133333333333333,338,893,2.2945054945054943,0,7.178021978021978
95,132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,27,23,0.07999999840000004,0.1468749997705078,9.696969696969697,0.353125,0.14692378328741965,9.696969696969697,226,636,2.340625,0,7.246875
96,133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,25,20,0.11111110864197538,0.2416452435947423,12.966666666666667,0.4730077120822622,0.43222222222222223,12.966666666666667,184,387,2.5784061696658096,0,7.645244215938304
97,134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,7,11,-0.2222222098765439,0.43925233439601713,15.285714285714286,0.3364485981308411,1.0918367346938775,15.285714285714286,72,209,2.2990654205607477,0,7.070093457943925
98,135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,6,8,-0.14285713265306196,0.5251396618707281,9.421052631578947,0.22346368715083798,0.49584487534626037,9.421052631578947,40,170,1.9553072625698324,1,6.351955307262569
99,136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0,17,-0.999999941176474,0.45192307475036986,11.555555555555555,0.36538461538461536,0.6419753086419753,11.555555555555555,76,199,2.375,1,7.144230769230769
100,137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,4,9,-0.3846153550295881,0.6143790809517707,11.76923076923077,0.3137254901960784,0.9053254437869823,11.76923076923077,48,142,2.0915032679738563,0,6.359477124183006
101,138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,5,12,-0.4117646816609011,0.6666666619385343,7.421052631578948,0.46099290780141844,0.3905817174515236,7.421052631578948,65,138,2.4609929078014185,2,7.453900709219858
102,139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,7,3,0.39999996000000404,0.7343749942626954,7.111111111111111,0.375,0.3950617283950617,7.111111111111111,48,127,2.2421875,0,6.75
103,140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,14,52,-0.5757575670339763,0.1895161286501691,9.538461538461538,0.3064516129032258,0.1834319526627219,9.538461538461538,152,496,2.1411290322580645,0,6.629032258064516
104,141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,5,21,-0.6153845917159773,0.3983050830580293,11.8,0.3008474576271186,0.5900000000000001,11.8,71,233,2.152542372881356,0,6.75
105,142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,36,70,-0.3207547139551442,0.10162162151176041,10.755813953488373,0.387027027027027,0.1250676041103299,10.755813953488373,358,923,2.3578378378378377,1,7.151351351351352
106,143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,5,25,-0.6666666444444451,0.29374999908203125,8.88888888888889,0.35625,0.2469135802469136,8.88888888888889,114,317,2.3875,1,7.05
108,145,https://insights.blackcoffer.com/blockchain-in-fintech/,11,12,-0.04347825897920613,0.2662889510870001,9.54054054054054,0.35127478753541075,0.25785244704163623,9.54054054054054,124,352,2.3399433427762037,0,7.592067988668555
109,146,https://insights.blackcoffer.com/blockchain-for-payments/,21,28,-0.14285713994169102,0.2004264388050609,8.228070175438596,0.39019189765458423,0.144352108341028,8.228070175438596,183,468,2.4072494669509594,0,7.5863539445629
110,147,https://insights.blackcoffer.com/the-future-of-investing/,35,13,0.45833332378472247,0.1612349911471098,10.228070175438596,0.3687821612349914,0.1794398276392736,10.228070175438596,215,577,2.305317324185249,0,7.173241852487135
111,148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,26,47,-0.28767122893601055,0.15435139547725552,8.013157894736842,0.367816091954023,0.10543628808864267,8.013157894736842,224,604,2.277504105090312,0,6.963875205254515
112,149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,29,4,0.7575757346189171,0.30921052529864956,10.482758620689655,0.47368421052631576,0.361474435196195,10.482758620689655,144,302,2.585526315789474,0,7.891447368421052
113,150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,31,42,-0.1506849294426722,0.17904761870657596,7.720588235294118,0.38095238095238093,0.11353806228373703,7.720588235294118,200,522,2.3390476190476193,0,7.095238095238095
